openyield_instance,openyield_module,openyield_role,raw_source_file,raw_source_line_start,raw_source_line_end,raw_source_snippet,source_hash,evidence_type,evidence_confidence,is_source_backed,is_inferred,layoutgen_physical_cell,layoutgen_region,used_by_translator,fallback_used,fallback_reason
decoder_gate_cells__semantic_instance,decoder_gate_cells,ROW_DECODER,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,4,12,"3: from math import ceil, log2
4: from .standard_cell import Pinv,AND3,AND2 # type: ignore
5: 
6: 
7: class DECODER3_8(BaseSubcircuit):  # 38译码器+使能EN端
8: 
9:     NAME = ""DECODER3_8""
10:     NODES = ('VDD', 'VSS','EN', 'A0', 'A1', 'A2', 'WL0', 'WL1', 'WL2', 'WL3', 'WL4', 'WL5', 'WL6', 'WL7')
11: 
12:     def __init__(self, nmos_model_inv, pmos_model_inv, nmos_model_nand, pmos_model_nand,
13:                  # Base widths for NAND gate transistors",c2f3f4a9f10b305ccae35d97dcfaa0369479fd9700d7f7cbf27671d201e61528,RAW_CLASS_OR_FUNCTION,HIGH,True,False,row_decoder role instances,ROW_PATH,True,False,
dummy_array__semantic_instance,dummy_array,ARRAY_DUMMY,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/dummy_row_or_column.py,11,160,"10: # ==============================================================================
11: class Dummy_Cell(BaseSubcircuit):
12:     """"""
13:     Dummy Cell 拓扑结构。
14:     不再包含 param_sweep 逻辑，参数通过 __init__ 直接传入。
15:     """"""
16:     NAME = 'Dummy_CELL'
17:     NODES = ('VDD', 'VSS', 'BL', 'BLB', 'WL')
18: 
19:     def __init__(self,
20:                  pd_nmos_model: str, pu_pmos_model: str, pg_nmos_model: str,
21:                  pd_width, pu_width, pg_width, length,
22:                  w_rc=False,
23:                  pi_res=100 @ u_Ohm, pi_cap=0.001 @ u_pF,
24:                  disconnect=False
25:                  ):
26: 
27:         if disconnect:
28:             self.NAME += '_DISCONNECT'
29: 
30:         # 调用父类初始化
31:         super().__init__(
32:             pd_nmos_model, pu_pmos_model,
33:             pd_width, pu_width, length,
34:             w_rc, pi_res, pi_cap
35:         )
36: 
37:         # 保存参数
38:         self.pd_nmos_model = pd_nmos_model
39:         self.pu_pmos_model = pu_pmos_model
40:         self.pg_nmos_model = pg_nmos_model
41:         self.pd_width = pd_width
42:         self.pu_width = pu_width
43:         self.pg_width = pg_width
44:         self.length = length
45:         self.w_rc = w_rc
46:         self.disconnect = disconnect
47: 
48: 
49:         self.add_dummy_components()
50: 
51:     def add_dummy_components(self):
52:         # 1. 处理节点 (RC 和 Disconnect)
53:         if self.w_rc:
54:             bl_node = self.add_rc_networks_to_node(self.NODES[2], 1)
55:             blb_node = self.add_rc_networks_to_node(self.NODES[3], 1)
56:             wl_node = self.add_rc_networks_to_node(self.NODES[4], 1)
57:             # 内部存储节点
58:             q_node = self.add_rc_networks_to_node('Q', 1)
59:             qb_node = self.add_rc_networks_to_node('QB', 1)
60:         else:
61:             bl_node, blb_node, wl_node = self.NODES[2], self.NODES[3], self.NODES[4]
62:             q_node, qb_node = 'Q', 'QB'
63: 
64:         # 如果断开连接 (disconnect=True)，使用独立的内部节点名，避免短路
65:         if self.disconnect:
66:             data_q = 'QD'
67:             data_qb = 'QBD'
68:         else:
69:             data_q = q_node
70:             data_qb = qb_node
71: 
72:         # 2. 实例化 6个 晶体管
73:         # Pull-Down (Driver) NMOS
74:         self.M('PDL', data_q, self.NODES[0], self.NODES[1], self.NODES[1],
75:                model=self.pd_nmos_model, w=self.pd_width, l=self.length)
76:         self.M('PDR', self.NODES[0], data_q, self.NODES[1], self.NODES[1],
77:                model=self.pd_nmos_model, w=self.pd_width, l=self.length)
78: 
79:         # Pull-Up (Load) PMOS
80:         self.M('PUL', data_q, self.NODES[0], self.NODES[0], self.NODES[0],
81:                model=self.pu_pmos_model, w=self.pu_width, l=self.length)
82:         self.M('PUR', self.NODES[0], data_q, self.NODES[0],self.NODES[0],
83:                model=self.pu_pmos_model, w=self.pu_width, l=self.length)
84: 
85:         # Pass-Gate (Access) NMOS
86:         self.M('PGL','bl_node_noconnect', wl_node, data_q, self.NODES[1],
87:                model=self.pg_nmos_model, w=self.pg_width, l=self.length)
88:         self.M('PGR','blb_node_noconnect', wl_node,self.NODES[0],  self.NODES[1],
89:                model=self.pg_nmos_model, w=self.pg_width, l=self.length)
90: 
91: # ==============================================================================
92: # 2. Dummy Column (列阵列 )
93: # ==============================================================================
94: 
95: class Dummy_Column(SubCircuitFactory):
96:     """"""Represents a column of dummy cells sharing bitlines""""""
97: 
98: 
99:     def __init__(self, num_rows: int,
100:                  pd_nmos_model: str, pu_pmos_model: str, pg_nmos_model: str,
101:                  pd_width: float, pu_width: float, pg_width: float, length: float,
102:                  w_rc=False,
103:                  disconnect=False,):
104:         # Set the nodes dynamically
105:         self.NAME = f""sram_{num_rows+3}x1_Dummy_column""
106:         # Define nodes - shared bitlines and individual wordlines
107:         self.NODES = (
108:             'VDD',  # Power supply
109:             'VSS',  # Ground
110:             'BL',   # Bitline
111:             'BLB',  # Bitline bar
112:             *[f'WL{i}' for i in range(num_rows+3)],  # Wordlines (0 to num_rows)多生成三行
113:         )
114: 
115:         super().__init__( )
116:         self.num_rows = num_rows
117:         self.pg_nmos_model = pg_nmos_model
118:         self.pu_pmos_model = pu_pmos_model
119:         self.pd_nmos_model = pd_nmos_model
120:         self.pd_width = pd_width
121:         self.pu_width = pu_width
122:         self.pg_width = pg_width
123:         self.length = length
124:         self.w_rc = w_rc
125:         self.disconnect = disconnect
126: 
127: 
128:         # Build the array
129:         self.build_array(self.num_rows)
130:          # set instance prefix
131:         self.inst_prefix = ""XDummy_Column""  # 设置实例的前缀
132: 
133:     def build_array(self, num_rows: int):
134:         """"""Build the dummy cell array with shared bitlines and individual wordlines""""""
135:         dummy_cell = Dummy_Cell(
136:             self.pd_nmos_model, self.pu_pmos_model, self.pg_nmos_model,
137:             self.pd_width, self.pu_width,
138:             self.pg_width, self.length,
139:             w_rc=self.w_rc,
140:             disconnect=self.disconnect,
141:         )
142:         # define the cell subcircuit
143:         self.subcircuit(dummy_cell)
144:         # Create dummy cells for each row
145:         for row in range(num_rows + 3):
146:             # Add the dummy cell subcircuit
147:             self.X(
148:                 dummy_cell.name + f""_{row}"",
149:                 dummy_cell.name,
150:                 self.NODES[0],
151:                 self.NODES[1],
152:                 self.NODES[2],                  # Shared bitline (BL)
153:                 self.NODES[3],                  # Shared bitline bar (BLB)
154:                 f'WL{row}',
155:             )
156: 
157: # ==============================================================================
158: # 3. Dummy Row (行阵列 - 纯电路拓扑)
159: # ==============================================================================
160: class Dummy_Row(SubCircuitFactory):
161:     """"""Represents a row of dummy cells sharing wordline """"""",d942854aa64abeb4c567bb396bb6267225d80033a0d843b9aecc011f9513009c,RAW_CLASS_OR_FUNCTION,HIGH,True,False,dummy_cell_1rw,ARRAY_PATH,True,False,
precharge__semantic_instance,precharge,COLUMN_PRECHARGE,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/precharge_and_write_driver.py,10,10,"9:     NAME = ""PRECHARGE""
10:     NODES = ('VDD', 'ENB', 'BL', 'BLB')
11: ",afb51cf2e0d934146775f05a1c01e356dea62f5204ff3d3eaff73e5de222d53b,RAW_CLASS_OR_FUNCTION,HIGH,True,False,gen_precharge,COLUMN_PATH,True,False,
replica_array__semantic_instance,replica_array,ARRAY_REPLICA,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/replica_column.py,17,17,"16:     NAME = 'Replica_CELL'
17:     NODES = ('VDD', 'VSS', 'RBL', 'RBLB', 'WL')
18: ",711c936a5d8dbb5a785c7f2316f0a24accde4d848f5a55170281dbb04a8eae8b,RAW_CLASS_OR_FUNCTION,HIGH,True,False,replica_cell_1rw;replica_precharge,ARRAY_PATH,True,False,
row_decoder__semantic_instance,row_decoder,ROW_DECODER,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,10,10,"9:     NAME = ""DECODER3_8""
10:     NODES = ('VDD', 'VSS','EN', 'A0', 'A1', 'A2', 'WL0', 'WL1', 'WL2', 'WL3', 'WL4', 'WL5', 'WL6', 'WL7')
11: ",2f5db25cbc12ce852bd840f6e7ecd52638e153677e710c4411e075426d955b54,RAW_CLASS_OR_FUNCTION,HIGH,True,False,row_decoder role instances,ROW_PATH,True,False,
sense_amp__semantic_instance,sense_amp,SENSE_AMP,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/mux_and_sa.py,9,91,"8:     supports two modes:
9:     1. Generates anti-signal internally (use_external_selb=False)
10:     2.  Receives anti-signal from the outside (use_external_selb=True)
11:     """"""
12: 
13:     def __init__(self,
14:                  nmos_model, pmos_model,
15:                  nmos_width, pmos_width, length,
16:                  num_in,
17:                  use_external_selb=False, # <--- The key flag for the control mode
18:                  w_rc=False, pi_res=100 @ u_Ohm, pi_cap=0.001 @ u_pF):
19: 
20:         self.NAME = f'COLUMNMUX{num_in}'
21:         # --- 1. Dynamic definition of nodes ---
22:         nodes = ['VDD', 'VSS', 'SA_IN', 'SA_INB']
23:         # Select signals
24:         nodes += [f'SEL{i}' for i in range(num_in)]
25:         # If an external SELB is used, add SELB nodes
26:         if use_external_selb:
27:             nodes += [f'SELB{i}' for i in range(num_in)]
28:         # Bitline signals
29:         nodes += [f'BL{i}' for i in range(num_in)]
30:         nodes += [f'BLB{i}' for i in range(num_in)]
31:         self.NODES = tuple(nodes)
32: 
33:         super().__init__(
34:             nmos_model, pmos_model,
35:             nmos_width, pmos_width, length,
36:             w_rc=w_rc, pi_res=pi_res, pi_cap=pi_cap
37:         )
38: 
39:         # 保存参数
40:         self.nmos_model = nmos_model
41:         self.pmos_model = pmos_model
42:         self.nmos_width = nmos_width
43:         self.pmos_width = pmos_width
44:         self.length = length
45:         self.num_in = num_in
46:         self.use_external_selb = use_external_selb
47:         self.w_rc = w_rc
48: 
49:         self.add_switch_transistors()
50: 
51:     def add_switch_transistors(self):
52:         #merge x columns, generate x identical structures.
53:         for i in range(self.num_in):
54:             if self.w_rc:
55:                 sel_node = self.add_rc_networks_to_node(f'SEL{i}', num_segs=1)
56:                 selb_node = self.add_rc_networks_to_node(f'SELB{i}', num_segs=1)
57:             else:
58:                 sel_node = f'SEL{i}'
59:                 selb_node = f'SELB{i}'
60: 
61:             # Only when an external SELB is not used, should the internal inverter be added.---
62:             if not self.use_external_selb:
63:                 # Inverters for select signal
64:                 self.M(f'Invp_{i}', selb_node, sel_node, 'VDD', 'VDD',
65:                        model=self.pmos_model, w=self.pmos_width, l=self.length)
66:                 self.M(f'Invn_{i}', selb_node, sel_node, 'VSS', 'VSS',
67:                        model=self.nmos_model, w=self.nmos_width, l=self.length)
68: 
69:             # Transmission Gates ---
70:             # Bitline pass gate
71:             # NMOS (controlled by SEL)
72:             self.M(f'Muxn_BL_{i}', f'BL{i}', sel_node, 'SA_IN', 'VSS',
73:                    model=self.nmos_model, w=self.nmos_width, l=self.length)
74:             # PMOS (controlled by SELB)
75:             self.M(f'Muxp_BL_{i}', f'BL{i}', selb_node, 'SA_IN', 'VDD',
76:                    model=self.pmos_model, w=self.pmos_width, l=self.length)
77:             # Bitline bar pass gate
78:             # NMOS (controlled by SEL)
79:             self.M(f'Muxn_BLB_{i}', f'BLB{i}', sel_node, 'SA_INB', 'VSS',
80:                    model=self.nmos_model, w=self.nmos_width, l=self.length)
81:             # PMOS (controlled by SELB)
82:             self.M(f'Muxp_BLB_{i}', f'BLB{i}', selb_node, 'SA_INB', 'VDD',
83:                    model=self.pmos_model, w=self.pmos_width, l=self.length)
84: 
85: class SenseAmp(BaseSubcircuit):
86:     """"""Differential sense amplifier with enable signal.带使能的差分感测放大器""""""
87: 
88:     NAME = 'SENSEAMP'
89:     # Input: VDD, VSS, SA_BL, SA_BLB, EN
90:     # Output: OUT, OUTB,
91:     NODES = ('VDD', 'VSS', 'EN', 'IN', 'INB', 'Q', 'QB')
92: ",e708305e18466c21eb3e0cde36f098be3f9a3396b424b6e39aa4522a1463b77f,RAW_CLASS_OR_FUNCTION,HIGH,True,False,sense_amp,COLUMN_PATH,True,False,
wordline_decoder__semantic_instance,wordline_decoder,ROW_DECODER,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,10,10,"9:     NAME = ""DECODER3_8""
10:     NODES = ('VDD', 'VSS','EN', 'A0', 'A1', 'A2', 'WL0', 'WL1', 'WL2', 'WL3', 'WL4', 'WL5', 'WL6', 'WL7')
11: ",2f5db25cbc12ce852bd840f6e7ecd52638e153677e710c4411e075426d955b54,RAW_CLASS_OR_FUNCTION,HIGH,True,False,row_decoder role instances,ROW_PATH,True,False,
wordline_driver__semantic_instance,wordline_driver,WORDLINE_DRIVER,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/wordline_driver.py,2,51,"1: from PySpice.Unit import u_Ohm, u_pF
2: # Import BaseSubcircuit from the specified location
3: from .base_subcircuit import BaseSubcircuit
4: # 从标准单元库导入
5: from .standard_cell import Pinv,PNAND2 # type: ignore
6: 
7: class WordlineDriver(BaseSubcircuit):   #总的字线驱动器=一个与非门加一个反相器
8:     """"""
9:     Wordline driver circuit based on sram_16x4_wordline_driver netlist.
10:     It consists of a NAND2 gate followed by an Inverter.
11:     The sizes of  Inverter can be scaled based on num_cols.
12:     """"""
13:     NAME = ""WORDLINEDRIVER""
14:     NODES = ('VDD', 'VSS', 'A', 'B', 'Z')
15: 
16:     def __init__(self, nmos_model_inv, pmos_model_inv,nmos_model_nand, pmos_model_nand,
17:                  # Base widths for NAND gate transistors
18:                  nand_pmos_width=0.27e-6, nand_nmos_width=0.18e-6,
19:                  # Base widths for Inverter transistors
20:                  inv_pmos_width=0.27e-6, inv_nmos_width=0.09e-6,
21:                  length=0.05e-6,
22:                  w_rc=False, pi_res=100 @ u_Ohm, pi_cap=0.001 @ u_pF,
23:                  ):
24: 
25:         super().__init__(
26:             nmos_model_inv, pmos_model_inv,
27:             nand_nmos_width, nand_pmos_width, length,
28:             w_rc=w_rc, pi_res=pi_res, pi_cap=pi_cap,
29:         )
30: 
31:         self.nmos_model_inv = nmos_model_inv
32:         self.pmos_model_inv = pmos_model_inv
33:         self.nmos_model_nand = nmos_model_nand
34:         self.pmos_model_nand = pmos_model_nand
35:         self.inv_pmos_width = inv_pmos_width
36:         self.inv_nmos_width = inv_nmos_width
37:         self.nand_nmos_width = nand_nmos_width
38:         self.nand_pmos_width = nand_pmos_width
39:         self.length = length
40:         self.w_rc = w_rc
41: 
42:         # This is the nand gate
43:         self.nand_gate =  PNAND2(nmos_model=self.nmos_model_nand,
44:                                 pmos_model=self.pmos_model_nand,
45:                                 pmos_width=self.nand_pmos_width,
46:                                 nmos_width=self.nand_nmos_width,
47:                                 length=self.length,
48:                                 )
49:         self.subcircuit(self.nand_gate)
50: 
51:         # This is the inverter for driving WLs
52:         self.inv_driver = Pinv(nmos_model=self.nmos_model_inv,",2e99d1b75a9cc71203757b1513207afa7c4ff7525b6ff9bc907e3e7d81c0e45e,RAW_CLASS_OR_FUNCTION,HIGH,True,False,gen_wl_driver,ROW_PATH,True,False,
wordline_driver_gate_cells__semantic_instance,wordline_driver_gate_cells,WORDLINE_DRIVER,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/wordline_driver.py,7,60,"6: 
7: class WordlineDriver(BaseSubcircuit):   #总的字线驱动器=一个与非门加一个反相器
8:     """"""
9:     Wordline driver circuit based on sram_16x4_wordline_driver netlist.
10:     It consists of a NAND2 gate followed by an Inverter.
11:     The sizes of  Inverter can be scaled based on num_cols.
12:     """"""
13:     NAME = ""WORDLINEDRIVER""
14:     NODES = ('VDD', 'VSS', 'A', 'B', 'Z')
15: 
16:     def __init__(self, nmos_model_inv, pmos_model_inv,nmos_model_nand, pmos_model_nand,
17:                  # Base widths for NAND gate transistors
18:                  nand_pmos_width=0.27e-6, nand_nmos_width=0.18e-6,
19:                  # Base widths for Inverter transistors
20:                  inv_pmos_width=0.27e-6, inv_nmos_width=0.09e-6,
21:                  length=0.05e-6,
22:                  w_rc=False, pi_res=100 @ u_Ohm, pi_cap=0.001 @ u_pF,
23:                  ):
24: 
25:         super().__init__(
26:             nmos_model_inv, pmos_model_inv,
27:             nand_nmos_width, nand_pmos_width, length,
28:             w_rc=w_rc, pi_res=pi_res, pi_cap=pi_cap,
29:         )
30: 
31:         self.nmos_model_inv = nmos_model_inv
32:         self.pmos_model_inv = pmos_model_inv
33:         self.nmos_model_nand = nmos_model_nand
34:         self.pmos_model_nand = pmos_model_nand
35:         self.inv_pmos_width = inv_pmos_width
36:         self.inv_nmos_width = inv_nmos_width
37:         self.nand_nmos_width = nand_nmos_width
38:         self.nand_pmos_width = nand_pmos_width
39:         self.length = length
40:         self.w_rc = w_rc
41: 
42:         # This is the nand gate
43:         self.nand_gate =  PNAND2(nmos_model=self.nmos_model_nand,
44:                                 pmos_model=self.pmos_model_nand,
45:                                 pmos_width=self.nand_pmos_width,
46:                                 nmos_width=self.nand_nmos_width,
47:                                 length=self.length,
48:                                 )
49:         self.subcircuit(self.nand_gate)
50: 
51:         # This is the inverter for driving WLs
52:         self.inv_driver = Pinv(nmos_model=self.nmos_model_inv,
53:                                pmos_model=self.pmos_model_inv,
54:                                pmos_width=self.inv_pmos_width,
55:                                nmos_width=self.inv_nmos_width,
56:                                length=self.length,
57:                                )
58:         self.subcircuit(self.inv_driver)
59: 
60:         self.add_driver_components()
61: ",1172d1fd6c0b5f9ab3498b5311ca95312814e1b674844e13f9319a8a105397dc,RAW_CLASS_OR_FUNCTION,HIGH,True,False,wordline_driver role instances,ROW_PATH,True,False,
write_driver__semantic_instance,write_driver,WRITE_DRIVER,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/precharge_and_write_driver.py,10,56,"9:     NAME = ""PRECHARGE""
10:     NODES = ('VDD', 'ENB', 'BL', 'BLB')
11: 
12:     def __init__(self, pmos_model, pmos_width, length,
13:                  w_rc=False, pi_res=100 @ u_Ohm, pi_cap=0.001 @ u_pF):
14: 
15:         # Precharge 只有 PMOS，NMOS 传 None 即可
16:         super().__init__(
17:             None, pmos_model,
18:             pmos_width, pmos_width, length,
19:             w_rc, pi_res, pi_cap,
20:         )
21: 
22:         self.pmos_model = pmos_model
23:         self.pmos_width = pmos_width
24:         self.length = length
25:         self.w_rc = w_rc
26: 
27:         self.add_precharge_transistors()
28: 
29:     def add_precharge_transistors(self):
30: 
31:         if self.w_rc:
32:             bl_node = self.add_rc_networks_to_node('BL', 2)
33:             blb_node = self.add_rc_networks_to_node('BLB', 2)
34:             enb_node = self.add_rc_networks_to_node('ENB', 1)
35:         else:
36:             bl_node, blb_node, enb_node = 'BL', 'BLB', 'ENB'
37: 
38:         # M1: Precharge BL
39:         self.M(1, bl_node, enb_node, 'VDD', 'VDD',
40:                model=self.pmos_model, w=self.pmos_width, l=self.length)
41: 
42:         # M2: Precharge BLB
43:         self.M(2, blb_node, enb_node, 'VDD', 'VDD',
44:                model=self.pmos_model, w=self.pmos_width, l=self.length)
45: 
46:         # M3: Equalization (BL <-> BLB)
47:         self.M(3, bl_node, enb_node, blb_node, 'VDD',
48:                model=self.pmos_model, w=self.pmos_width, l=self.length)
49: 
50: 
51: class WriteDriver(BaseSubcircuit):
52:     """"""
53:     Standard Write Driver (Topology Only).
54:     """"""
55:     NAME = ""WRITEDRIVER""
56:     NODES = ('VDD', 'VSS', 'EN', 'DIN', 'BL', 'BLB')
57: ",91d98941aa59cb2ba14b456033b9a0f6e969e8d0c7bbb3514c8e1bdaba2c21ab,RAW_CLASS_OR_FUNCTION,HIGH,True,False,write_driver,COLUMN_PATH,True,False,
