module_name,instance_name,pin_name,pin_category,current_pin_status,has_pins_json_entry,has_label,has_shape_bbox,has_layer,can_extract_from_gds,can_synthesize_for_current_generator,blocks_wl_bl_control_power_or_top_pin,required_fix_stage,recommended_fix
sense_amp,sense_amp_inst,bl/br,BITLINE,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
sense_amp,sense_amp_inst,bl/br,BITLINE,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
sense_amp,sense_amp_inst,bl/br,BITLINE,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
sense_amp,sense_amp_inst,bl/br,BITLINE,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
sense_amp,sense_amp_inst,bl/br,BITLINE,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
write_driver,write_driver_inst,bl/br,BITLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
write_driver,write_driver_inst,bl/br,BITLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
write_driver,write_driver_inst,bl/br,BITLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
write_driver,write_driver_inst,bl/br,BITLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
write_driver,write_driver_inst,bl/br,BITLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
write_driver,write_driver_inst,bl/br,BITLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
write_driver,write_driver_inst,bl/br,BITLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
write_driver,write_driver_inst,bl/br,BITLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,BITLINE,C2/C4,"Extract BL/BR, mux, sense amp, and write-driver access shapes and replace aggregate bitline contracts."
CONTROL_LOGIC,CONTROL_LOGIC_inst,clk,CONTROL,LABEL_ONLY_PIN,True,True,False,True,True,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
CONTROL_LOGIC,CONTROL_LOGIC_inst,precharge_en,CONTROL,CONTRACT_ONLY_PIN,True,False,False,True,False,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
CONTROL_LOGIC,CONTROL_LOGIC_inst,sense_en,CONTROL,CONTRACT_ONLY_PIN,True,False,False,True,False,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
CONTROL_LOGIC,CONTROL_LOGIC_inst,wl_en,CONTROL,CONTRACT_ONLY_PIN,True,False,False,True,False,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
CONTROL_LOGIC,CONTROL_LOGIC_inst,write_en,CONTROL,CONTRACT_ONLY_PIN,True,False,False,True,False,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
DELAY_CHAIN,DELAY_CHAIN_inst,delay_out,CONTROL,CONTRACT_ONLY_PIN,True,False,False,True,False,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
DFF_ROW,DFF_ROW_inst,clk,CONTROL,LABEL_ONLY_PIN,True,True,False,True,True,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
DFF_ROW,DFF_ROW_inst,clk,CONTROL,LABEL_ONLY_PIN,True,True,False,True,True,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
GATED_CLOCK_PATH,GATED_CLOCK_PATH_inst,gated_clk,CONTROL,CONTRACT_ONLY_PIN,True,False,False,True,False,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
precharge,precharge_inst,precharge_en,CONTROL,CONTRACT_ONLY_PIN,True,False,False,True,False,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
replica_array,replica_array_inst,RBL,CONTROL,CONTRACT_ONLY_PIN,True,False,False,True,False,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
sense_amp,sense_amp_inst,en,CONTROL,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
wordline_driver,wordline_driver_inst,B,CONTROL,LABEL_ONLY_PIN,True,True,False,True,True,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
write_driver,write_driver_inst,en,CONTROL,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,CONTROL,C2/C4,Extract control pin geometry and rebuild true control spine access.
CONTROL_LOGIC,CONTROL_LOGIC_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
CONTROL_LOGIC,CONTROL_LOGIC_inst,VDD,POWER,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
DELAY_CHAIN,DELAY_CHAIN_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
DELAY_CHAIN,DELAY_CHAIN_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
DFF_ROW,DFF_ROW_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
DFF_ROW,DFF_ROW_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
GATED_CLOCK_PATH,GATED_CLOCK_PATH_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
GATED_CLOCK_PATH,GATED_CLOCK_PATH_inst,VDD,POWER,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
PRECHARGE_ENABLE_PATH,PRECHARGE_ENABLE_PATH_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
PRECHARGE_ENABLE_PATH,PRECHARGE_ENABLE_PATH_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
SENSE_ENABLE_PATH,SENSE_ENABLE_PATH_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
SENSE_ENABLE_PATH,SENSE_ENABLE_PATH_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
SRAM_TOP,TOP_PIN,GND,GROUND,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,POWER,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,VDD,POWER,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,POWER,NONE,Keep exported top pin geometry but align it to real internal access routes later.
WORDLINE_ENABLE_PATH,WORDLINE_ENABLE_PATH_inst,GND,GROUND,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
WORDLINE_ENABLE_PATH,WORDLINE_ENABLE_PATH_inst,VDD,POWER,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
WRITE_ENABLE_PATH,WRITE_ENABLE_PATH_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
WRITE_ENABLE_PATH,WRITE_ENABLE_PATH_inst,VDD,POWER,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
bitcell_array,bitcell_array_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
bitcell_array,bitcell_array_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
column_mux,column_mux_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
column_mux,column_mux_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
decoder_gate_cells,decoder_gate_cells_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
decoder_gate_cells,decoder_gate_cells_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
dummy_array,dummy_array_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
dummy_array,dummy_array_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
precharge,precharge_inst,GND,GROUND,MISSING_PIN,False,False,False,False,False,False,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
precharge,precharge_inst,VDD,POWER,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
replica_array,replica_array_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
replica_array,replica_array_inst,VDD,POWER,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
row_decoder,row_decoder_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
row_decoder,row_decoder_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
sense_amp,sense_amp_inst,GND,GROUND,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
sense_amp,sense_amp_inst,VDD,POWER,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
wordline_decoder,wordline_decoder_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
wordline_decoder,wordline_decoder_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
wordline_driver_gate_cells,wordline_driver_gate_cells_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
wordline_driver_gate_cells,wordline_driver_gate_cells_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
wordline_driver,wordline_driver_inst,GND,GROUND,CONTRACT_ONLY_PIN,True,False,False,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
wordline_driver,wordline_driver_inst,VDD,POWER,CONTRACT_ONLY_PIN,True,False,False,True,False,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
write_driver,write_driver_inst,GND,GROUND,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
write_driver,write_driver_inst,VDD,POWER,GEOMETRY_BACKED_PIN,True,False,True,True,True,True,POWER,C2/C5,Extract module VDD/GND rail geometry and replace rail-contract stitching with explicit taps.
SRAM_TOP,TOP_PIN,A[0],ADDRESS,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,A[1],ADDRESS,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,A[2],ADDRESS,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,A[3],ADDRESS,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,DIN[0],DATA_IN,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,DIN[1],DATA_IN,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,DIN[2],DATA_IN,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,DIN[3],DATA_IN,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,DOUT[0],DATA_OUT,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,DOUT[1],DATA_OUT,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,DOUT[2],DATA_OUT,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,DOUT[3],DATA_OUT,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,clk,CLOCK_CONTROL,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,csb,CLOCK_CONTROL,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
SRAM_TOP,TOP_PIN,web,CLOCK_CONTROL,GEOMETRY_BACKED_PIN,True,True,True,True,True,True,TOP_PIN,NONE,Keep exported top pin geometry but align it to real internal access routes later.
bitcell_array,bitcell_array_inst,WL[0],WORDLINE,CONTRACT_ONLY_PIN,True,False,False,True,False,True,WORDLINE,C2/C4,Extract wordline driver/array WL access geometry and rebuild true row access routes.
bitcell_array,bitcell_array_inst,WL[1],WORDLINE,CONTRACT_ONLY_PIN,True,False,False,True,False,True,WORDLINE,C2/C4,Extract wordline driver/array WL access geometry and rebuild true row access routes.
bitcell_array,bitcell_array_inst,WL[2],WORDLINE,CONTRACT_ONLY_PIN,True,False,False,True,False,True,WORDLINE,C2/C4,Extract wordline driver/array WL access geometry and rebuild true row access routes.
bitcell_array,bitcell_array_inst,WL[3],WORDLINE,CONTRACT_ONLY_PIN,True,False,False,True,False,True,WORDLINE,C2/C4,Extract wordline driver/array WL access geometry and rebuild true row access routes.
wordline_driver,wordline_driver_inst,Z,WORDLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,WORDLINE,C2/C4,Extract wordline driver/array WL access geometry and rebuild true row access routes.
wordline_driver,wordline_driver_inst,Z,WORDLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,WORDLINE,C2/C4,Extract wordline driver/array WL access geometry and rebuild true row access routes.
wordline_driver,wordline_driver_inst,Z,WORDLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,WORDLINE,C2/C4,Extract wordline driver/array WL access geometry and rebuild true row access routes.
wordline_driver,wordline_driver_inst,Z,WORDLINE,LABEL_ONLY_PIN,True,True,False,True,True,True,WORDLINE,C2/C4,Extract wordline driver/array WL access geometry and rebuild true row access routes.
